shapeid,partid,x,y
0,1,123.6657007,-10.14316172
0,1,123.7485458,-10.09775156
0,1,123.7646591,-10.0749651
0,1,123.7457788,-10.05038828
0,1,123.7260848,-10.03923919
0,1,123.7058212,-10.03069427
0,1,123.6843368,-10.02499765
0,1,123.660411,-10.02304453
0,1,123.638357,-10.02996185
0,1,123.6056421,-10.05429453
0,1,123.5881454,-10.05038828
0,1,123.5774032,-10.03435638
0,1,123.5761825,-10.01392995
0,1,123.5837508,-9.944024347
0,1,123.5922958,-9.928806248
0,1,123.6290796,-9.90634531
0,1,123.6501571,-9.889418227
0,1,123.660411,-9.871270441
0,1,123.6637476,-9.850844008
0,1,123.663829,-9.827243748
0,1,123.660411,-9.816582941
0,1,123.6457626,-9.79680755
0,1,123.6433212,-9.782810154
0,1,123.646495,-9.774997654
0,1,123.6525985,-9.770277602
0,1,123.6591903,-9.766534113
0,1,123.663829,-9.7616513
0,1,123.6699325,-9.740492446
0,1,123.6715601,-9.650160415
0,1,123.6766057,-9.629652602
0,1,123.6888127,-9.611423435
0,1,123.7116805,-9.591566665
0,1,123.7469182,-9.57398854
0,1,123.7563583,-9.567071222
0,1,123.7839462,-9.525811456
0,1,123.7937932,-9.517022394
0,1,123.8011174,-9.514418227
0,1,123.8093368,-9.513278904
0,1,123.8215438,-9.509047133
0,1,123.8269963,-9.504652602
0,1,123.8366805,-9.492608331
0,1,123.8420516,-9.487969659
0,1,123.8466903,-9.487237238
0,1,123.8586532,-9.489027602
0,1,123.8630477,-9.487969659
0,1,123.8957626,-9.440524998
0,1,123.9072372,-9.433282159
0,1,123.9126083,-9.425957941
0,1,123.9586695,-9.385511977
0,1,123.9795028,-9.358493748
0,1,123.9914657,-9.348077081
0,1,124.0101018,-9.343926691
0,1,124.0300399,-9.341973566
0,1,124.0626905,-9.397874857
0,1,124.0902857,-9.421542663
0,1,124.1210848,-9.426917013
0,1,124.1337456,-9.4192689
0,1,124.153796,-9.391880392
0,1,124.1672319,-9.380614929
0,1,124.1836133,-9.373896993
0,1,124.1974626,-9.373173523
0,1,124.2106918,-9.378857931
0,1,124.2257813,-9.391570333
0,1,124.2371501,-9.405212911
0,1,124.2468653,-9.421542663
0,1,124.2539966,-9.438699239
0,1,124.2575106,-9.455442403
0,1,124.2568905,-9.462883809
0,1,124.2533765,-9.480557149
0,1,124.2533765,-9.486448262
0,1,124.2565804,-9.499367371
0,1,124.2575106,-9.501227722
0,1,124.2615931,-9.49792043
0,1,124.2738404,-9.494923197
0,1,124.293064,-9.493062845
0,1,124.3100656,-9.488722026
0,1,124.3235531,-9.480350444
0,1,124.3323381,-9.466604512
0,1,124.3333716,-9.457199402
0,1,124.3288241,-9.43983612
0,1,124.3286174,-9.433014832
0,1,124.3320797,-9.425470072
0,1,124.3417432,-9.411827494
0,1,124.3454122,-9.404179382
0,1,124.3478927,-9.374620463
0,1,124.354559,-9.364181824
0,1,124.358073,-9.362218119
0,1,124.3626205,-9.362011414
0,1,124.3718706,-9.357050476
0,1,124.4016879,-9.331832377
0,1,124.4209115,-9.306924337
0,1,124.4247872,-9.303513692
0,1,124.4279395,-9.29948293
0,1,124.4318152,-9.29080129
0,1,124.4366211,-9.255868022
0,1,124.4515039,-9.200574239
0,1,124.4505314,-9.180189711
0,2,117.5671493,4.159654039
0,2,117.5670679,4.159613348
0,2,117.5555119,4.151841539
0,2,117.5283309,4.127508856
0,2,117.5185653,4.122259833
0,2,117.5078231,4.123480536
0,2,117.3730575,4.169745184
0,2,117.3738713,4.165269273
0,2,117.3771265,4.154364325
0,2,117.3792424,4.149237372
0,2,117.3868921,4.142482815
0,2,117.3961695,4.139634507
0,2,117.403982,4.135484117
0,2,117.4073999,4.12498607
0,2,117.4030868,4.120347398
0,2,117.3963322,4.109686591
0,2,117.3958439,4.098944403
0,2,117.410411,4.09393952
0,2,117.4313257,4.092596747
0,2,117.4506942,4.088120835
0,2,117.466482,4.079901434
0,2,117.4755966,4.067328192
0,2,117.4682723,4.052923895
0,2,117.4682723,4.043524481
0,2,117.4790145,4.039374091
0,2,117.4889429,4.04295482
0,2,117.4996851,4.049790757
0,2,117.5104273,4.053941148
0,2,117.5202743,4.049302476
0,2,117.6137801,3.9570987
0,2,117.6279403,3.947088934
0,2,117.6614689,3.940171617
0,2,117.6784774,3.932440497
0,2,117.689301,3.921454169
0,2,117.6884872,3.909002997
0,2,117.6726994,3.897772528
0,2,117.6508895,3.895209052
0,2,117.6281031,3.900376695
0,2,117.5906682,3.926092841
0,2,117.570079,3.933172919
0,2,117.5234481,3.936346747
0,2,117.5234481,3.929510809
0,2,117.5520939,3.927150783
0,2,117.5794377,3.914536851
0,2,117.6037704,3.896714585
0,2,117.6233016,3.878607489
0,2,117.6367294,3.872870184
0,2,117.6523544,3.87514883
0,2,117.6682235,3.880031643
0,2,117.6816512,3.882269598
0,2,117.6897079,3.87881094
0,2,117.7190861,3.860581773
0,2,117.7251083,3.850897528
0,2,117.7771916,3.799139716
0,2,117.781993,3.787339585
0,2,117.7828882,3.779038804
0,2,117.7767033,3.774115302
0,2,117.7605087,3.772406317
0,2,117.7021591,3.778713283
0,2,117.7148544,3.763576565
0,2,117.7342229,3.752142645
0,2,117.7771916,3.737738348
0,2,117.8178817,3.730047919
0,2,117.8292749,3.721584377
0,2,117.8261825,3.703599351
0,2,117.8172307,3.694810289
0,2,117.7879338,3.678656317
0,2,117.7771916,3.668850002
0,2,117.7610783,3.643744208
0,2,117.7485458,3.63694896
0,2,117.6506454,3.627875067
0,2,117.6286727,3.632066148
0,2,117.5876571,3.650864976
0,2,117.56837,3.655096747
0,2,117.5466415,3.66400788
0,2,117.533702,3.684759833
0,2,117.5242619,3.708889065
0,2,117.5085555,3.735907294
0,2,117.5053817,3.746771552
0,2,117.5035913,3.768744208
0,2,117.4991968,3.775580145
0,2,117.4889429,3.782171942
0,2,117.4687606,3.792303778
0,2,117.4799911,3.771185614
0,2,117.4824325,3.764960028
0,2,117.491954,3.7070987
0,2,117.4997665,3.692694403
0,2,117.513357,3.674872137
0,2,117.5234481,3.650213934
0,2,117.5242619,3.625433661
0,2,117.5097762,3.607367255
0,2,117.4943954,3.608343817
0,2,117.4510197,3.629299221
0,2,117.4309188,3.634670315
0,2,117.3022567,3.633246161
0,2,117.219493,3.647365627
0,2,117.0905054,3.645819403
0,2,117.0556747,3.631903387
0,2,117.0305282,3.594387111
0,2,117.0539657,3.608303127
0,2,117.0831812,3.616644598
0,2,117.1142684,3.620591539
0,2,117.1692814,3.62103913
0,2,117.1992294,3.616278387
0,2,117.2165633,3.603013414
0,2,117.2053329,3.576971747
0,2,117.1999618,3.554999091
0,2,117.2102971,3.528876044
0,2,117.2275497,3.505194403
0,2,117.2428492,3.490668036
0,2,117.2531031,3.486070054
0,2,117.2907007,3.477036851
0,2,117.3045354,3.469387111
0,2,117.3120223,3.46112702
0,2,117.3254501,3.436021226
0,2,117.3449813,3.446519273
0,2,117.3743596,3.448635158
0,2,117.4049585,3.444484768
0,2,117.427745,3.436021226
0,2,117.4357202,3.434312242
0,2,117.4421493,3.435695705
0,2,117.4465438,3.434759833
0,2,117.4482528,3.426092841
0,2,117.4482528,3.39850495
0,2,117.4465438,3.385199286
0,2,117.4419051,3.373032945
0,2,117.4344182,3.364325262
0,2,117.424327,3.360988674
0,2,117.4143986,3.356187242
0,2,117.4055282,3.345607815
0,2,117.3937281,3.326239325
0,2,117.3868921,3.319891669
0,2,117.3777775,3.313137111
0,2,117.3696395,3.305243231
0,2,117.3663843,3.295803127
0,2,117.3631291,3.254868882
0,2,117.3595484,3.244289455
0,2,117.3447372,3.23045482
0,2,117.3336695,3.232123114
0,2,117.3117782,3.251695054
0,2,117.2815861,3.263251044
0,2,117.2737736,3.264797268
0,2,117.2646591,3.2617862
0,2,117.2644149,3.254339911
0,2,117.2678329,3.244533596
0,2,117.2700301,3.23432038
0,2,117.2815048,3.223089911
0,2,117.3527124,3.182806708
0,2,117.3702906,3.177191473
0,2,117.3899032,3.175197658
0,2,117.4309188,3.175360419
0,2,117.4539494,3.171210028
0,2,117.4577743,3.16034577
0,2,117.4541122,3.145168361
0,2,117.4550887,3.128159898
0,2,117.4817001,3.101263739
0,2,117.5200301,3.098456122
0,2,117.5637313,3.101874091
0,2,117.6058049,3.093410549
0,2,117.6171981,3.08588288
0,2,117.6208602,3.079494533
0,2,117.6232202,3.072455145
0,2,117.6301376,3.062974351
0,2,117.634288,3.052394924
0,2,117.6294051,3.042385158
0,2,117.6196395,3.034898179
0,2,117.6092229,3.031968492
0,2,117.6008407,3.024969794
0,2,117.5750432,2.992865302
0,2,117.564952,2.983547268
0,2,117.5803329,2.978989976
0,2,117.6015731,2.98065827
0,2,117.6224064,2.986476955
0,2,117.6367294,2.994126695
0,2,117.6556096,2.997381903
0,2,117.6754663,2.985785223
0,2,117.6879989,2.970648505
0,2,117.6850692,2.963080145
0,2,117.6673283,2.959540106
0,2,117.6305445,2.942328192
0,2,117.6128036,2.936428127
0,2,117.5437932,2.928941148
0,2,117.5437932,2.92210521
0,2,117.5673934,2.922552802
0,2,117.6401473,2.908514716
0,2,117.7363387,2.901597398
0,2,117.7251083,2.886542059
0,2,117.7042749,2.8789737
0,2,117.6813257,2.873277085
0,2,117.6643173,2.864081122
0,2,117.6271265,2.836981512
0,2,117.6196395,2.825506903
0,2,117.6333114,2.812241929
0,2,117.6735132,2.799261786
0,2,117.7143661,2.794094143
0,2,117.7522079,2.784613348
0,2,117.7840275,2.758246161
0,2,117.7920028,2.74233633
0,2,117.7962346,2.723211981
0,2,117.8007919,2.657171942
0,2,117.8073837,2.638006903
0,2,117.8162541,2.621527411
0,2,117.8261825,2.607407945
0,2,117.8670354,2.572699286
0,2,117.8816838,2.551418361
0,2,117.9790145,2.466538804
0,2,117.9878036,2.456366278
0,2,117.9996851,2.434271552
0,2,118.0068466,2.425523179
0,2,118.0240992,2.382025458
0,2,118.03712,2.363959052
0,2,118.0446883,2.381537177
0,2,118.0634872,2.366929429
0,2,118.0822046,2.337469794
0,2,118.0958765,2.304144598
0,2,118.0993758,2.277818101
0,2,118.091482,2.262030341
0,2,118.0577906,2.219956773
0,2,118.0446883,2.208929755
0,2,117.9755966,2.192084052
0,2,117.9554143,2.182277736
0,2,117.9412541,2.163153387
0,2,117.9392196,2.143377997
0,2,117.935232,2.124172268
0,2,117.9150497,2.106512762
0,2,117.9147242,2.093491929
0,2,117.8828231,2.095445054
0,2,117.8261825,2.106512762
0,2,117.8442489,2.088202216
0,2,117.8820907,2.068060614
0,2,117.9004012,2.049994208
0,2,117.8598739,2.038275458
0,2,117.8254501,2.036281643
0,2,117.7915145,2.038275458
0,2,117.7546493,2.046332098
0,2,117.7407333,2.044989325
0,2,117.7500106,2.03143952
0,2,117.7646591,2.024969794
0,2,117.8029077,2.021307684
0,2,117.8188583,2.017157294
0,2,117.8317977,2.005682684
0,2,117.8440048,1.991441148
0,2,117.8556421,1.983384507
0,2,117.8671981,1.990464585
0,2,117.873383,1.990464585
0,2,117.8747665,1.947495835
0,2,117.8722437,1.924709377
0,2,117.863536,1.914740302
0,2,117.8567001,1.909369208
0,2,117.8572697,1.897650458
0,2,117.8625594,1.885931708
0,2,117.8703719,1.880601304
0,2,117.8810327,1.882066148
0,2,117.8839624,1.884100653
0,2,117.8859969,1.882554429
0,2,117.8938908,1.873765367
0,2,117.9033309,1.857407945
0,2,117.9118758,1.836859442
0,2,117.9240829,1.819159247
0,2,117.9448348,1.811712958
0,2,117.9653426,1.808417059
0,2,117.9809676,1.80076732
0,2,117.9948837,1.791693427
0,2,118.01059,1.784369208
0,2,118.0348413,1.784898179
0,2,118.0461532,1.783107815
0,2,118.0509546,1.774481512
0,2,118.049327,1.762030341
0,2,118.0471298,1.752264716
0,2,118.0478622,1.743557033
0,2,118.0546981,1.733465887
0,2,118.1267196,1.654689846
0,2,118.1853133,1.631781317
0,2,118.2712508,1.56273021
0,2,118.3112899,1.541978257
0,2,118.3527938,1.533596096
0,2,118.3698023,1.522772528
0,2,118.3942163,1.497015692
0,2,118.41684,1.491848049
0,2,118.4250594,1.485744533
0,2,118.4184676,1.47284577
0,2,118.4036564,1.461737372
0,2,118.3996688,1.454413153
0,2,118.4047958,1.44521719
0,2,118.4147242,1.440863348
0,2,118.438243,1.440578518
0,2,118.4489038,1.435532945
0,2,118.4510197,1.428452867
0,2,118.4539494,1.403225002
0,2,118.4563094,1.3945987
0,2,118.4631454,1.3945987
0,2,118.4762476,1.402044989
0,2,118.4921981,1.395697333
0,2,118.5239364,1.374172268
0,2,118.5359807,1.370672919
0,2,118.582286,1.36733633
0,2,118.6132919,1.351223049
0,2,118.6751408,1.280422268
0,2,118.7129012,1.264308986
0,2,118.7292587,1.25385163
0,2,118.754161,1.229559637
0,2,118.7763778,1.201971747
0,2,118.7846786,1.181708075
0,2,118.7805282,1.177313544
0,2,118.7736109,1.17572663
0,2,118.7671005,1.172674872
0,2,118.7641708,1.16400788
0,2,118.7978622,1.149969794
0,2,118.8089299,1.139715887
0,2,118.8261825,1.119696356
0,2,118.8569442,1.058172919
0,2,118.8708602,1.056301174
0,2,118.8781844,1.055975653
0,2,118.8877059,1.058172919
0,2,118.8943791,1.062811591
0,2,118.9065048,1.075384833
0,2,118.915538,1.078599351
0,2,118.9339299,1.076076565
0,2,118.9851994,1.057562567
0,2,119.0009872,1.047919012
0,2,119.0055445,1.037583726
0,2,119.0031844,1.026312567
0,2,118.9990341,1.014634507
0,2,118.9975692,1.003607489
0,2,119.0006617,0.999090887
0,2,119.0063583,0.994859117
0,2,119.0112411,0.98822663
0,2,119.0117294,0.976263739
0,2,119.0029403,0.962469794
0,2,118.970551,0.935736395
0,2,118.9565536,0.912665106
0,2,118.939952,0.902085679
0,2,118.8650008,0.868841864
0,2,118.851329,0.856919664
0,2,118.8409937,0.829901434
0,2,118.8283798,0.818101304
0,2,118.8127548,0.809149481
0,2,118.7981877,0.80491771
0,2,118.7863062,0.80459219
0,2,118.7742619,0.805731512
0,2,118.7631942,0.809027411
0,2,118.7417098,0.822170315
0,2,118.7175399,0.82827383
0,2,118.7058212,0.83592357
0,2,118.6860458,0.846136786
0,2,118.662771,0.846380927
0,2,118.6394149,0.840521552
0,2,118.5831812,0.813666083
0,2,118.5754501,0.808335679
0,2,118.5652775,0.804022528
0,2,118.5546981,0.807928778
0,2,118.5439559,0.814520575
0,2,118.5341903,0.818019924
0,2,118.5141708,0.822007554
0,2,118.4734807,0.838283596
0,2,118.428396,0.83999258
0,2,118.4187118,0.837225653
0,2,118.4109807,0.821844794
0,2,118.4023544,0.813950914
0,2,118.3919377,0.807603257
0,2,118.3839624,0.80491771
0,2,118.3671981,0.810370184
0,2,118.3564559,0.823228257
0,2,118.3468531,0.839016018
0,2,118.3327743,0.852728583
0,2,118.3169051,0.858832098
0,2,118.1878361,0.87523021
0,2,118.1290796,0.893011786
0,2,118.0966903,0.908636786
0,2,118.0691838,0.928778387
0,2,118.0446883,0.955145575
0,2,118.0284937,0.98452383
0,2,118.0055445,1.05101146
0,2,117.9895126,1.078599351
0,2,117.9758407,1.088120835
0,2,117.9367782,1.108140367
0,2,117.9287216,1.116603908
0,2,117.9240015,1.12498607
0,2,117.9133407,1.12494538
0,2,117.9016219,1.119859117
0,2,117.8938908,1.11347077
0,2,117.8909611,1.104193427
0,2,117.8928329,1.094875393
0,2,117.9013778,1.078599351
0,2,117.9336044,1.038763739
0,2,117.9379989,1.03148021
0,2,117.975271,0.983099677
0,2,117.9797469,0.966213283
0,2,117.9846298,0.926214911
0,2,117.9929305,0.910793361
0,2,117.9958602,0.906724351
0,2,118.0031844,0.893744208
0,2,118.0056258,0.891913153
0,2,118.0141708,0.888128973
0,2,118.0168563,0.886216539
0,2,118.0247502,0.872788804
0,2,118.0304468,0.858954169
0,2,118.0340275,0.843329169
0,2,118.0363062,0.820705471
0,2,118.0329696,0.800238348
0,2,118.0205184,0.791327216
0,2,118.0052189,0.788763739
0,2,117.9939071,0.788478908
0,2,117.9826766,0.791327216
0,2,117.9733179,0.798488674
0,2,117.962413,0.817084052
0,2,117.9554143,0.825425523
0,2,117.947439,0.831122137
0,2,117.9381617,0.835638739
0,2,117.9272567,0.838690497
0,2,117.9140731,0.839667059
0,2,117.9025171,0.837469794
0,2,117.894786,0.832586981
0,2,117.8893335,0.827704169
0,2,117.884288,0.825425523
0,2,117.8503524,0.8242862
0,2,117.8293563,0.82025788
0,2,117.8112899,0.811753648
0,2,117.7883407,0.792303778
0,2,117.7431747,0.740545966
0,2,117.7295028,0.715562242
0,2,117.7248641,0.652655341
0,2,117.7190861,0.6367862
0,2,117.6958114,0.61709219
0,2,117.6884872,0.606350002
0,2,117.6844182,0.596380927
0,2,117.6790471,0.574693101
0,2,117.6748153,0.564764716
0,2,117.6203719,0.502020575
0,2,117.6128036,0.479071356
0,2,117.6154891,0.469183661
0,2,117.6262313,0.444037177
0,2,117.6271265,0.434393622
0,2,117.619314,0.423895575
0,2,117.6076766,0.417181708
0,2,117.5953882,0.412298895
0,2,117.5854598,0.407131252
0,2,117.5695093,0.389064846
0,2,117.5537216,0.349514065
0,2,117.5172632,0.290961005
0,2,117.5144149,0.280340887
0,2,117.5159611,0.275295315
0,2,117.5195419,0.271063544
0,2,117.5234481,0.263088283
0,2,117.5265406,0.24217357
0,2,117.5231226,0.225775458
0,2,117.5139266,0.211859442
0,2,117.4909774,0.189886786
0,2,117.4836532,0.178859768
0,2,117.4801538,0.166489976
0,2,117.4824325,0.153794664
0,2,117.4882919,0.151109117
0,2,117.4982202,0.150824286
0,2,117.5091252,0.14858633
0,2,117.5172632,0.140204169
0,2,117.5068466,0.13304271
0,2,117.4836532,0.124823309
0,2,117.4755966,0.119086005
0,2,117.4699813,0.108791408
0,2,117.470551,0.102199611
0,2,117.4736434,0.095526434
0,2,117.4755966,0.085598049
0,2,117.4748641,0.074774481
0,2,117.4736434,0.069240627
0,2,117.4733993,0.064886786
0,2,117.4755966,0.057603257
0,2,117.4824325,0.05459219
0,2,117.4921981,0.05463288
0,2,117.4970809,0.05101146
0,2,117.4891057,0.037176825
0,2,117.5000106,0.033026434
0,2,117.5090438,0.026027736
0,2,117.5168563,0.015936591
0,2,117.5234481,0.003078518
0,2,117.5290633,-0.0194638
0,2,117.5302841,-0.032321873
0,2,117.5268661,-0.037896417
0,2,117.5252385,-0.042046808
0,2,117.5128687,-0.059136652
0,2,117.5073348,-0.069634698
0,2,117.4948837,-0.080336196
0,2,117.4891057,-0.08570729
0,2,117.4848739,-0.092217706
0,2,117.469493,-0.1288388
0,2,117.4653426,-0.1444638
0,2,117.4619247,-0.185723566
0,2,117.4563908,-0.205498956
0,2,117.4350692,-0.239678644
0,2,117.4339299,-0.263848566
0,2,117.4420679,-0.281914972
0,2,117.4577743,-0.308200779
0,2,117.47462,-0.330254816
0,2,117.4858505,-0.33587005
0,2,117.4953719,-0.333754165
0,2,117.4970809,-0.350274347
0,2,117.4939885,-0.372653904
0,2,117.4891057,-0.387383722
0,2,117.4675399,-0.411553644
0,2,117.4575301,-0.427015883
0,2,117.4585067,-0.438897394
0,2,117.466482,-0.457289321
0,2,117.462413,-0.479913019
0,2,117.4521591,-0.501722915
0,2,117.4414169,-0.517754816
0,2,117.4414169,-0.525160415
0,2,117.4749455,-0.509047133
0,2,117.5959579,-0.422621352
0,2,117.6155705,-0.415215753
0,2,117.6301376,-0.418715102
0,2,117.6388452,-0.436455988
0,2,117.6316024,-0.447523696
0,2,117.619314,-0.456231378
0,2,117.6128036,-0.466892185
0,2,117.6054794,-0.476169529
0,2,117.5704859,-0.485039972
0,2,117.5581161,-0.490411066
0,2,117.5545354,-0.502699477
0,2,117.5895288,-0.511000258
0,2,117.5989689,-0.521416925
0,2,117.5975041,-0.559502863
0,2,117.5935165,-0.574639581
0,2,117.5807398,-0.592950128
0,2,117.5784611,-0.596937758
0,2,117.5739038,-0.599053644
0,2,117.5429794,-0.600681248
0,2,117.5361434,-0.602959894
0,2,117.5302841,-0.607110284
0,2,117.5302841,-0.613946222
0,2,117.5471298,-0.619724217
0,2,117.5651962,-0.622816665
0,2,117.5759383,-0.629978123
0,2,117.571788,-0.648125909
0,2,117.5599064,-0.658298435
0,2,117.5461532,-0.665622654
0,2,117.5398869,-0.674493097
0,2,117.5512801,-0.689629816
0,2,117.5393173,-0.694512628
0,2,117.5275171,-0.693942967
0,2,117.4997665,-0.689629816
0,2,117.4858505,-0.692803644
0,2,117.4829208,-0.699639581
0,2,117.488536,-0.706475519
0,2,117.4997665,-0.709567967
0,2,117.5206812,-0.712823175
0,2,117.5750432,-0.727308852
0,2,117.6023869,-0.730645441
0,2,117.6136174,-0.734063409
0,2,117.6220809,-0.743096613
0,2,117.626801,-0.755954685
0,2,117.6271265,-0.770928644
0,2,117.622732,-0.781508071
0,2,117.6150008,-0.786065363
0,2,117.585704,-0.792413019
0,2,117.5715438,-0.790785415
0,2,117.564952,-0.791436456
0,2,117.5579533,-0.795668227
0,2,117.544607,-0.808851821
0,2,117.5376083,-0.81259531
0,2,117.4891057,-0.798923435
0,2,117.4935002,-0.827813409
0,2,117.4581812,-0.820489191
0,2,117.4482528,-0.842950128
0,2,117.4519149,-0.866469008
0,2,117.4465438,-0.877048435
0,2,117.427745,-0.880791925
0,2,117.4128524,-0.87493255
0,2,117.3908798,-0.848565363
0,2,117.3792424,-0.839288019
0,2,117.3746851,-0.855889581
0,2,117.3637801,-0.878513279
0,2,117.3503524,-0.896905206
0,2,117.3390406,-0.901299738
0,2,117.3327743,-0.891778253
0,2,117.3308212,-0.877699477
0,2,117.3322046,-0.850192967
0,2,117.3278915,-0.841485284
0,2,117.3011174,-0.816013279
0,2,117.2815048,-0.809177342
0,2,117.267426,-0.828301691
0,2,117.259288,-0.858330988
0,2,117.256521,-0.884209894
0,2,117.2503361,-0.909274998
0,2,117.235118,-0.924493097
0,2,117.195079,-0.9491513
0,2,117.1639104,-0.981703383
0,2,117.0651962,-1.121840102
0,2,117.0392359,-1.137790623
0,2,117.0328882,-1.159356378
0,2,117.029633,-1.184177342
0,2,117.0236923,-1.20289479
0,2,117.0078231,-1.216403904
0,2,116.9834091,-1.229668878
0,2,116.9576929,-1.239922784
0,2,116.8518173,-1.264418227
0,2,116.8298446,-1.265801691
